createdAt,createdBy,LastChangedAt,LastChangedBy,TravelUUID,TravelID,BeginDate,EndDate,BookingFee,TotalPrice,CurrencyCode_code,Progress,Description,TravelStatus_code,to_Agency_AgencyID,to_Customer_CustomerID
2022-01-04T07:56:18.000Z,Legrand,2022-09-01T13:50:29.755Z,privileged,45697221A8E4645C17002DF03754AB66,1012,2022-08-29,2022-08-29,10,1912,EUR,50,Vacation,O,070047,000131
2022-01-04T21:36:57.000Z,Kirk,2022-09-01T13:50:29.755Z,privileged,46697221A8E4645C17002DF03754AB66,1013,2022-08-29,2022-08-29,20,3750,EUR,65,"Vacation for Dominik, Thilo",O,070011,000020
2022-01-04T23:13:04.000Z,Gueldenpfenn,2022-09-01T14:09:25.812Z,privileged,47697221A8E4645C17002DF03754AB66,1014,2022-08-29,2022-08-29,30,5695,EUR,100,Visiting Ruth,A,070033,000153
2022-01-04T06:45:34.000Z,Gahl,2022-09-01T13:50:29.755Z,privileged,48697221A8E4645C17002DF03754AB66,1015,2022-08-29,2022-08-29,30,5824,EUR,65,Vacation,O,070049,000660
2022-01-04T00:34:57.000Z,Koslowski,2022-09-01T13:50:29.755Z,privileged,49697221A8E4645C17002DF03754AB66,1016,2022-08-29,2022-08-29,20,3874,EUR,65,Vacation to Germany,O,070024,000096
2022-01-04T08:19:43.000Z,Mustermann,2022-09-01T14:09:25.812Z,privileged,4A697221A8E4645C17002DF03754AB66,1017,2022-08-29,2022-08-29,20,3940,EUR,100,Business Trip,A,070036,000635
2022-01-04T21:18:05.000Z,Waldmann,2022-09-01T14:09:25.812Z,privileged,4B697221A8E4645C17002DF03754AB66,1018,2022-08-29,2022-08-29,20,3976,EUR,100,Visiting Anna,A,070032,000648
2022-01-04T02:49:26.000Z,Rahn,2022-09-01T13:50:29.755Z,privileged,4C697221A8E4645C17002DF03754AB66,1019,2022-08-29,2022-08-29,30,5909,EUR,65,Vacation,O,070050,000365
2022-01-04T07:24:53.000Z,Hoffen,2022-09-01T14:09:25.812Z,privileged,4D697221A8E4645C17002DF03754AB66,1020,2022-08-29,2022-08-29,10,2010,EUR,100,Sightseeing in Frankfurt/Main,A,070028,000597
2022-01-04T12:36:44.000Z,Legrand,2022-09-01T13:50:29.755Z,privileged,4E697221A8E4645C17002DF03754AB66,1021,2022-08-29,2022-08-29,20,4003,EUR,65,Business Trip,O,070038,000727
2022-01-04T02:12:13.000Z,Neubasler,2022-09-01T14:09:25.812Z,privileged,4F697221A8E4645C17002DF03754AB66,1022,2022-08-29,2022-08-29,10,2011,EUR,100,Visiting Hendrik,A,070033,000591
2022-01-04T18:40:56.000Z,Montero,2022-09-01T13:50:29.755Z,privileged,50697221A8E4645C17002DF03754AB66,1023,2022-08-29,2022-08-29,20,4133,EUR,65,"Business Trip for Georg, Anna",O,070010,000652
2022-01-04T07:28:48.000Z,Koslowski,2022-09-01T14:09:25.812Z,privileged,51697221A8E4645C17002DF03754AB66,1024,2022-08-29,2022-08-29,20,4134,EUR,100,Sightseeing in Frankfurt/Main,A,070028,000413
2022-01-04T06:35:52.000Z,Gutenberg,2022-09-01T13:50:29.755Z,privileged,52697221A8E4645C17002DF03754AB66,1025,2022-08-29,2022-08-29,30,6352,EUR,65,Business Trip to Germany,O,070018,000324
2022-01-04T07:06:45.000Z,Eichbaum,2022-09-01T14:09:25.812Z,privileged,53697221A8E4645C17002DF03754AB66,1026,2022-08-29,2022-08-29,20,4276,EUR,100,Business Trip,A,070037,000676
2022-01-04T09:50:16.000Z,Henry,2022-09-01T13:50:29.755Z,privileged,54697221A8E4645C17002DF03754AB66,1027,2022-08-29,2022-08-29,10,2123,EUR,50,Business Trip for Holm,O,070010,000467
2022-01-04T06:25:09.000Z,Domenech,2022-09-01T14:09:25.812Z,privileged,55697221A8E4645C17002DF03754AB66,1028,2022-08-29,2022-08-29,20,4359,EUR,100,Sightseeing in Frankfurt/Main,A,070027,000520
2022-01-04T11:42:05.000Z,Jacqmain,2022-09-01T13:50:29.755Z,privileged,56697221A8E4645C17002DF03754AB66,1029,2022-08-29,2022-08-29,20,4271,EUR,65,Vacation,O,070042,000451
2022-01-04T05:45:47.000Z,Sessler,2022-09-01T13:50:29.755Z,privileged,57697221A8E4645C17002DF03754AB66,1030,2022-08-29,2022-08-29,20,4374,EUR,65,Vacation,O,070050,000250
2022-01-04T22:25:09.000Z,Vrsic,2022-09-01T13:50:29.755Z,privileged,58697221A8E4645C17002DF03754AB66,1031,2022-08-29,2022-08-29,30,6641,EUR,65,Vacation,O,070048,000682
2022-01-04T01:34:07.000Z,Meier,2022-09-01T13:50:29.755Z,privileged,59697221A8E4645C17002DF03754AB66,1032,2022-08-29,2022-08-29,20,4460,EUR,65,"Vacation for Jasmin, Ludwig",O,070011,000242
2022-01-04T23:16:29.000Z,Deichgraeber,2022-09-01T13:50:29.755Z,privileged,5A697221A8E4645C17002DF03754AB66,1033,2022-08-29,2022-08-29,20,4607,EUR,65,Business Trip,O,070039,000471
2022-01-04T18:35:33.000Z,Sudhoff,2022-09-01T13:50:29.755Z,privileged,5B697221A8E4645C17002DF03754AB66,1034,2022-08-29,2022-08-29,10,2327,EUR,50,Business Trip for Felix,O,070006,000434
2022-01-04T10:05:32.000Z,Pan,2022-09-01T13:50:29.755Z,privileged,5C697221A8E4645C17002DF03754AB66,1035,2022-08-29,2022-08-29,20,4620,EUR,65,Vacation,O,070044,000290
2022-01-04T05:31:19.000Z,Jacqmain,2022-09-01T13:50:29.755Z,privileged,5D697221A8E4645C17002DF03754AB66,1036,2022-08-29,2022-08-29,10,2310,EUR,50,Business Trip for Simon,O,070006,000251
2022-01-04T02:54:30.000Z,Weiss,2022-09-01T13:50:29.755Z,privileged,5E697221A8E4645C17002DF03754AB66,1037,2022-08-29,2022-08-29,10,2328,EUR,50,Vacation to Germany,O,070023,000609
2022-01-04T13:26:41.000Z,Gahl,2022-09-01T13:50:29.755Z,privileged,5F697221A8E4645C17002DF03754AB66,1038,2022-08-29,2022-08-29,20,4631,EUR,65,Vacation,O,070004,000659
2022-01-04T12:08:04.000Z,Kramer,2022-09-01T13:50:29.755Z,privileged,60697221A8E4645C17002DF03754AB66,1039,2022-08-29,2022-08-29,10,2379,EUR,50,Business Trip to Germany,O,070017,000403
2022-01-04T16:15:06.000Z,Waldmann,2022-09-01T13:50:29.755Z,privileged,61697221A8E4645C17002DF03754AB66,1040,2022-08-29,2022-08-29,10,2377,EUR,50,Vacation to Germany,O,070021,000347
2022-01-04T01:50:51.000Z,Goelke,2022-09-01T13:50:29.755Z,privileged,62697221A8E4645C17002DF03754AB66,1041,2022-08-29,2022-08-29,10,2386,EUR,50,Vacation,O,070042,000713
2022-01-04T15:18:27.000Z,Trensch,2022-09-01T13:50:29.755Z,privileged,63697221A8E4645C17002DF03754AB66,1042,2022-08-29,2022-08-29,30,7208,EUR,65,Vacation to Germany,O,070023,000418
2022-01-04T03:20:01.000Z,Hoffen,2022-09-01T14:09:25.812Z,privileged,64697221A8E4645C17002DF03754AB66,1043,2022-08-29,2022-08-29,10,2412,EUR,100,Sightseeing in Frankfurt/Main,A,070028,000241
2022-01-04T09:59:46.000Z,Deichgraeber,2022-09-01T13:50:29.755Z,privileged,65697221A8E4645C17002DF03754AB66,1044,2022-08-29,2022-08-29,30,7359,EUR,65,Business Trip to Germany,O,070019,000116
2022-01-04T22:14:18.000Z,Fischer,2022-09-01T13:50:29.755Z,privileged,66697221A8E4645C17002DF03754AB66,1045,2022-08-29,2022-08-29,30,7543,EUR,65,"Business Trip for Friedrich, James, James",O,070007,000102
2022-01-04T10:22:29.000Z,Jeremias,2022-09-01T13:50:29.755Z,privileged,67697221A8E4645C17002DF03754AB66,1046,2022-08-29,2022-08-29,10,2576,EUR,50,Business Trip,O,070039,000302
2022-01-04T15:58:36.000Z,Kramer,2022-09-01T13:50:29.755Z,privileged,68697221A8E4645C17002DF03754AB66,1047,2022-08-29,2022-08-29,30,7578,EUR,65,"Vacation for Jean, Claire, Claire",O,070011,000506
2022-01-04T14:51:06.000Z,Neubasler,2022-09-01T14:09:25.812Z,privileged,69697221A8E4645C17002DF03754AB66,1048,2022-08-29,2022-08-29,20,5139,EUR,100,Visiting James,A,070032,000215
2022-01-04T19:37:57.000Z,Deichgraeber,2022-09-01T13:50:29.755Z,privileged,6A697221A8E4645C17002DF03754AB66,1049,2022-08-29,2022-08-29,20,5123,EUR,65,Vacation to Germany,O,070025,000239
2022-01-04T10:33:17.000Z,Fischer,2022-09-01T13:50:29.755Z,privileged,6B697221A8E4645C17002DF03754AB66,1050,2022-08-29,2022-08-29,10,2621,EUR,50,Business Trip,O,070039,000610
2022-01-04T16:43:29.000Z,Fischmann,2022-09-01T13:50:29.755Z,privileged,6C697221A8E4645C17002DF03754AB66,1051,2022-08-29,2022-08-29,10,2634,EUR,50,Vacation to Germany,O,070021,000542
2022-01-04T19:38:22.000Z,Leisert,2022-09-01T13:50:29.755Z,privileged,6D697221A8E4645C17002DF03754AB66,1052,2022-08-29,2022-08-29,10,2686,EUR,50,Vacation,O,070047,000539
2022-01-04T06:11:04.000Z,Vrsic,2022-09-01T13:50:29.755Z,privileged,6E697221A8E4645C17002DF03754AB66,1053,2022-08-29,2022-08-29,10,2697,EUR,50,Business Trip,O,070038,000126
2022-01-04T01:59:52.000Z,Sommer,2022-09-01T13:50:29.755Z,privileged,6F697221A8E4645C17002DF03754AB66,1054,2022-08-29,2022-08-29,10,2683,EUR,50,Vacation,O,070049,000695
2022-01-04T16:39:58.000Z,Prinz,2022-09-01T13:50:29.755Z,privileged,70697221A8E4645C17002DF03754AB66,1055,2022-08-29,2022-08-29,10,2695,EUR,50,Business Trip to Germany,O,070018,000474
2022-01-04T19:59:32.000Z,Kramer,2022-09-01T13:50:29.755Z,privileged,71697221A8E4645C17002DF03754AB66,1056,2022-08-29,2022-08-29,30,8076,EUR,65,"Business Trip for Siegfried, Lee, Cindy",O,070010,000378
2022-01-04T23:06:58.000Z,Madeira,2022-09-01T13:50:29.755Z,privileged,72697221A8E4645C17002DF03754AB66,1057,2022-08-29,2022-08-29,30,7275,USD,65,Business Trip,O,070039,000483
2022-01-04T23:37:48.000Z,Meier,2022-09-01T13:50:29.755Z,privileged,73697221A8E4645C17002DF03754AB66,1058,2022-08-29,2022-08-29,20,5567,EUR,65,"Business Trip for Marta, Matthias",O,070007,000630
2022-01-04T01:57:47.000Z,Sessler,2022-09-01T13:50:29.755Z,privileged,74697221A8E4645C17002DF03754AB66,1059,2022-08-29,2022-08-29,20,4839,USD,65,Vacation,O,070050,000518
2022-01-04T22:39:29.000Z,Barth,2022-09-01T14:09:25.812Z,privileged,75697221A8E4645C17002DF03754AB66,1060,2022-08-29,2022-08-29,10,2420,USD,100,Visiting Matthias,A,070035,000455
2022-01-04T01:15:58.000Z,Hoffen,2022-09-01T13:50:29.755Z,privileged,76697221A8E4645C17002DF03754AB66,1061,2022-08-29,2022-08-29,10,2426,USD,50,Vacation,O,070043,000430
2022-01-04T09:32:34.000Z,Koslowski,2022-09-01T13:50:29.755Z,privileged,77697221A8E4645C17002DF03754AB66,1062,2022-08-29,2022-08-29,20,4845,USD,65,Vacation,O,070005,000236
2022-01-04T03:41:15.000Z,Jeremias,2022-09-01T13:50:29.755Z,privileged,78697221A8E4645C17002DF03754AB66,1063,2022-08-29,2022-08-29,20,4845,USD,65,Vacation,O,070042,000035
2022-01-04T10:03:03.000Z,Martin,2022-09-01T14:09:25.812Z,privileged,79697221A8E4645C17002DF03754AB66,1064,2022-08-29,2022-08-29,30,7294,USD,100,Sightseeing in Frankfurt/Main,A,070027,000254
2022-01-04T00:19:46.000Z,Weiss,2022-09-01T13:50:29.755Z,privileged,7A697221A8E4645C17002DF03754AB66,1065,2022-08-29,2022-08-29,20,4829,USD,65,Business Trip to Germany,O,070019,000182
2022-01-04T20:06:50.000Z,Leisert,2022-09-01T14:09:25.812Z,privileged,7B697221A8E4645C17002DF03754AB66,1066,2022-08-29,2022-08-29,20,4824,USD,100,Sightseeing in Frankfurt/Main,A,070027,000275
2022-01-04T21:13:16.000Z,Marshall,2022-09-01T13:50:37.678Z,privileged,7C697221A8E4645C17002DF03754AB66,1067,2022-08-29,2022-08-29,20,4831,USD,65,Vacation,O,070003,000719
2022-01-04T12:03:36.000Z,Hunter,2022-09-01T13:50:37.678Z,privileged,7D697221A8E4645C17002DF03754AB66,1068,2022-08-29,2022-08-29,10,2426,USD,50,Vacation,O,070044,000205
2022-01-04T07:16:59.000Z,Becker,2022-09-01T13:50:37.678Z,privileged,7E697221A8E4645C17002DF03754AB66,1069,2022-08-29,2022-08-29,10,2428,USD,50,Vacation,O,070049,000185
2022-01-04T09:26:13.000Z,Müller,2022-09-01T13:50:37.678Z,privileged,7F697221A8E4645C17002DF03754AB66,1070,2022-08-29,2022-08-29,20,4830,USD,65,Vacation to Germany,O,070025,000533
2022-01-04T09:36:52.000Z,Moyano,2022-09-01T13:50:37.678Z,privileged,80697221A8E4645C17002DF03754AB66,1071,2022-08-29,2022-08-29,20,4863,USD,65,Vacation,O,070043,000101
2022-01-04T05:06:28.000Z,Fischer,2022-09-01T13:50:37.678Z,privileged,81697221A8E4645C17002DF03754AB66,1072,2022-08-29,2022-08-29,20,4951,USD,65,Business Trip to Germany,O,070020,000610
2022-01-04T13:50:46.000Z,Lautenbach,2022-09-01T13:50:37.678Z,privileged,82697221A8E4645C17002DF03754AB66,1073,2022-08-29,2022-08-29,20,4864,USD,65,Vacation,O,070044,000101
2022-01-04T06:27:55.000Z,Henry,2022-09-01T14:09:25.812Z,privileged,83697221A8E4645C17002DF03754AB66,1074,2022-08-29,2022-08-29,20,4828,USD,100,Visiting Gisela,A,070034,000429
2022-01-04T08:37:03.000Z,Domenech,2022-09-01T13:50:37.678Z,privileged,84697221A8E4645C17002DF03754AB66,1075,2022-08-29,2022-08-29,10,2515,USD,50,Vacation,O,070004,000588
2022-01-04T01:34:36.000Z,Dumbach,2022-09-01T14:09:25.812Z,privileged,85697221A8E4645C17002DF03754AB66,1076,2022-08-29,2022-08-29,30,7569,USD,100,Business Trip,A,070038,000093
2022-01-04T19:35:19.000Z,Buehler,2022-09-01T13:50:37.678Z,privileged,86697221A8E4645C17002DF03754AB66,1077,2022-08-29,2022-08-29,20,5057,USD,65,Vacation,O,070002,000639
2022-01-04T14:02:24.000Z,Moyano,2022-09-01T14:09:25.812Z,privileged,87697221A8E4645C17002DF03754AB66,1078,2022-08-29,2022-08-29,20,5037,USD,100,Sightseeing in Frankfurt/Main,A,070027,000727
2022-01-04T07:24:57.000Z,Kramer,2022-09-01T14:09:25.812Z,privileged,88697221A8E4645C17002DF03754AB66,1079,2022-08-29,2022-08-29,20,5057,USD,100,Visiting Uli,A,070031,000579
2022-01-04T05:27:04.000Z,Hunter,2022-09-01T13:50:37.678Z,privileged,89697221A8E4645C17002DF03754AB66,1080,2022-08-29,2022-08-29,10,2508,USD,50,Business Trip to Germany,O,070018,000702
2022-01-04T10:33:40.000Z,Miguel,2022-09-01T14:09:25.812Z,privileged,8A697221A8E4645C17002DF03754AB66,1081,2022-08-29,2022-08-29,20,5034,USD,100,Business Trip,A,070037,000699
2022-01-04T17:42:26.000Z,Sudhoff,2022-09-01T13:50:37.678Z,privileged,8B697221A8E4645C17002DF03754AB66,1082,2022-08-29,2022-08-29,30,7900,USD,65,"Business Trip for Jean-Luc, Simon, Ulla",O,070008,000138
2022-01-04T20:03:07.000Z,Benjamin,2022-09-01T14:09:25.812Z,privileged,8C697221A8E4645C17002DF03754AB66,1083,2022-08-29,2022-08-29,10,2631,USD,100,Visiting Christine,A,070031,000442
2022-01-04T16:27:17.000Z,Pratt,2022-09-01T14:09:25.812Z,privileged,8D697221A8E4645C17002DF03754AB66,1084,2022-08-29,2022-08-29,30,7829,USD,100,Sightseeing in Frankfurt/Main,A,070030,000710
2022-01-04T13:47:49.000Z,Benjamin,2022-09-01T14:09:25.812Z,privileged,8E697221A8E4645C17002DF03754AB66,1085,2022-08-29,2022-08-29,10,2725,USD,100,Visiting Thilo,A,070034,000492
2022-01-04T19:20:38.000Z,Zimmermann,2022-09-01T13:50:37.678Z,privileged,8F697221A8E4645C17002DF03754AB66,1086,2022-08-29,2022-08-29,20,5404,USD,65,"Vacation for Illya, James",O,070014,000263
2022-01-04T04:44:25.000Z,Columbo,2022-09-01T13:50:37.678Z,privileged,90697221A8E4645C17002DF03754AB66,1087,2022-08-29,2022-08-29,20,5449,USD,65,Vacation,O,070048,000452
2022-01-04T15:11:43.000Z,Eichbaum,2022-09-01T13:50:37.678Z,privileged,91697221A8E4645C17002DF03754AB66,1088,2022-08-29,2022-08-29,20,5417,USD,65,Vacation,O,070003,000015
2022-01-04T23:10:56.000Z,Fischer,2022-09-01T13:50:37.678Z,privileged,92697221A8E4645C17002DF03754AB66,1089,2022-08-29,2022-08-29,20,5415,USD,65,"Vacation for Ruth, Claire",O,070014,000631
2022-01-04T21:22:04.000Z,Marshall,2022-09-01T13:50:37.678Z,privileged,93697221A8E4645C17002DF03754AB66,1090,2022-08-29,2022-08-29,10,2788,USD,50,Business Trip,O,070038,000525
2022-01-04T11:01:25.000Z,Becker,2022-09-01T13:50:37.678Z,privileged,94697221A8E4645C17002DF03754AB66,1091,2022-08-29,2022-08-29,10,2748,USD,50,Vacation,O,070046,000710
2022-01-04T14:37:02.000Z,Henry,2022-09-01T13:50:37.678Z,privileged,95697221A8E4645C17002DF03754AB66,1092,2022-08-29,2022-08-29,30,8410,USD,65,"Vacation for Adam, Anneliese, Irmtraut",O,070013,000169
2022-01-04T21:39:52.000Z,Madeira,2022-09-01T13:50:37.678Z,privileged,96697221A8E4645C17002DF03754AB66,1093,2022-08-29,2022-08-29,20,5596,USD,65,"Business Trip for Johann, Volker",O,070006,000363
2022-01-04T17:05:22.000Z,Trensch,2022-09-01T13:50:37.678Z,privileged,97697221A8E4645C17002DF03754AB66,1094,2022-08-29,2022-08-29,20,5795,USD,65,Vacation to Germany,O,070023,000089
2022-01-04T10:00:19.000Z,Hunter,2022-09-01T13:50:37.678Z,privileged,98697221A8E4645C17002DF03754AB66,1095,2022-08-29,2022-08-29,30,8729,USD,65,Business Trip to Germany,O,070016,000196
2022-01-04T12:10:13.000Z,Hoffen,2022-09-01T14:09:25.812Z,privileged,99697221A8E4645C17002DF03754AB66,1096,2022-08-29,2022-08-29,10,2892,USD,100,Visiting Cindy,A,070035,000092
2022-01-04T05:04:19.000Z,Detemple,2022-09-01T13:50:37.678Z,privileged,9A697221A8E4645C17002DF03754AB66,1097,2022-08-29,2022-08-29,10,2900,USD,50,Vacation,O,070044,000583
2022-01-04T21:38:28.000Z,Heller,2022-09-01T13:50:37.678Z,privileged,9B697221A8E4645C17002DF03754AB66,1098,2022-08-29,2022-08-29,20,5784,USD,65,Business Trip to Germany,O,070018,000111
2022-01-04T02:51:06.000Z,Gueldenpfenn,2022-09-01T13:50:37.678Z,privileged,9C697221A8E4645C17002DF03754AB66,1099,2022-08-29,2022-08-29,20,6026,USD,65,"Vacation for Laura, Siegfried",O,070012,000089
2022-01-04T22:49:31.000Z,Prinz,2022-09-01T14:09:25.812Z,privileged,9D697221A8E4645C17002DF03754AB66,1100,2022-08-29,2022-08-29,30,9010,USD,100,Business Trip,A,070037,000240
2022-01-04T09:41:40.000Z,Sommer,2022-09-01T13:50:37.678Z,privileged,9E697221A8E4645C17002DF03754AB66,1101,2022-08-29,2022-08-29,20,6219,USD,65,Vacation,O,070041,000069
2022-01-04T00:32:03.000Z,Buchholm,2022-09-01T13:50:37.678Z,privileged,9F697221A8E4645C17002DF03754AB66,1102,2022-08-29,2022-08-29,30,9296,USD,65,Business Trip to Germany,O,070020,000678
2022-01-04T10:57:15.000Z,Kirk,2022-09-01T14:09:25.812Z,privileged,A0697221A8E4645C17002DF03754AB66,1103,2022-08-29,2022-08-29,10,3180,USD,100,Sightseeing in Frankfurt/Main,A,070028,000489
2022-01-04T04:05:49.000Z,Rahn,2022-09-01T14:09:25.812Z,privileged,A1697221A8E4645C17002DF03754AB66,1104,2022-08-29,2022-08-29,20,6385,USD,100,Visiting Guenther,A,070035,000035
2022-01-04T21:37:07.000Z,Ryan,2022-09-01T13:50:37.678Z,privileged,A2697221A8E4645C17002DF03754AB66,1105,2022-08-29,2022-08-29,10,3227,USD,50,Vacation,O,070048,000526
2022-01-04T22:41:18.000Z,Jeremias,2022-09-01T14:09:25.812Z,privileged,A3697221A8E4645C17002DF03754AB66,1106,2022-08-29,2022-08-29,30,10029,USD,100,Business Trip,A,070036,000536
2022-01-04T01:56:53.000Z,Jacqmain,2022-09-01T14:09:25.812Z,privileged,A4697221A8E4645C17002DF03754AB66,1107,2022-08-29,2022-08-29,10,3296,USD,100,Sightseeing in Frankfurt/Main,A,070026,000466
2022-01-04T03:57:10.000Z,Schneider,2022-09-01T13:50:37.678Z,privileged,A5697221A8E4645C17002DF03754AB66,1108,2022-08-29,2022-08-29,10,3319,USD,50,Vacation to Germany,O,070023,000397
2022-01-04T12:12:41.000Z,Gueldenpfenn,2022-09-01T14:09:25.812Z,privileged,A6697221A8E4645C17002DF03754AB66,1109,2022-08-29,2022-08-29,10,3284,USD,100,Visiting Mathilde,A,070034,000464
2022-01-04T20:54:19.000Z,Hoffen,2022-09-01T13:50:37.678Z,privileged,A7697221A8E4645C17002DF03754AB66,1110,2022-08-29,2022-08-29,30,10152,USD,65,Vacation,O,070001,000040
2022-01-04T19:17:21.000Z,Waldmann,2022-09-01T13:50:37.678Z,privileged,A8697221A8E4645C17002DF03754AB66,1111,2022-08-29,2022-08-29,20,6832,USD,65,"Business Trip for Juan, Ruth",O,070008,000340
2022-01-04T20:50:51.000Z,Moyano,2022-09-01T13:50:37.678Z,privileged,A9697221A8E4645C17002DF03754AB66,1112,2022-08-29,2022-08-29,20,6980,USD,65,Business Trip to Germany,O,070017,000034
2022-01-04T21:16:53.000Z,Cesari,2022-09-01T13:50:37.678Z,privileged,AA697221A8E4645C17002DF03754AB66,1113,2022-08-29,2022-08-29,20,7180,USD,65,Vacation,O,070049,000143
2022-01-04T19:19:49.000Z,Sessler,2022-09-01T13:50:37.678Z,privileged,AB697221A8E4645C17002DF03754AB66,1114,2022-08-29,2022-08-29,30,10709,USD,65,Vacation to Germany,O,070022,000525
2022-01-04T15:49:09.000Z,Dumbach,2022-09-01T14:09:25.812Z,privileged,AC697221A8E4645C17002DF03754AB66,1115,2022-08-29,2022-08-29,20,7197,USD,100,Visiting Adam,A,070032,000398
2022-01-04T21:34:34.000Z,Koslowski,2022-09-01T13:50:37.678Z,privileged,AD697221A8E4645C17002DF03754AB66,1116,2022-08-29,2022-08-29,10,3672,USD,50,Vacation for Chantal,O,070014,000425
2022-01-04T06:41:53.000Z,Lindwurm,2022-09-01T13:50:37.678Z,privileged,AE697221A8E4645C17002DF03754AB66,1117,2022-08-29,2022-08-29,20,7409,USD,65,"Business Trip for Salvador, Mathilde",O,070009,000656
2022-01-04T19:26:49.000Z,Lautenbach,2022-09-01T13:50:37.678Z,privileged,AF697221A8E4645C17002DF03754AB66,1118,2022-08-29,2022-08-29,30,11008,USD,65,"Business Trip for Holm, Illya, Cindy",O,070010,000576
2022-01-04T16:27:27.000Z,Leisert,2022-09-01T13:50:37.678Z,privileged,B0697221A8E4645C17002DF03754AB66,1119,2022-08-29,2022-08-29,20,7816,USD,65,Vacation,O,070004,000396
2022-01-04T17:40:47.000Z,Martin,2022-09-01T13:50:37.678Z,privileged,B1697221A8E4645C17002DF03754AB66,1120,2022-08-29,2022-08-29,20,7723,USD,65,Vacation,O,070042,000662
2022-01-04T18:54:58.000Z,Koslowski,2022-09-01T13:50:37.678Z,privileged,B2697221A8E4645C17002DF03754AB66,1121,2022-08-29,2022-08-29,30,11628,USD,65,Vacation to Germany,O,070025,000084
2022-01-04T15:15:35.000Z,Neubasler,2022-09-01T13:50:37.678Z,privileged,B3697221A8E4645C17002DF03754AB66,1122,2022-08-29,2022-08-29,30,11888,USD,65,Vacation to Germany,O,070022,000611
2022-01-04T18:07:24.000Z,Matthaeus,2022-09-01T13:50:37.678Z,privileged,B4697221A8E4645C17002DF03754AB66,1123,2022-08-29,2022-08-29,10,4045,USD,50,Business Trip,O,070040,000095
2022-01-04T04:11:13.000Z,Wohl,2022-09-01T13:50:37.678Z,privileged,B5697221A8E4645C17002DF03754AB66,1124,2022-08-29,2022-08-29,20,8404,USD,65,Vacation,O,070045,000343
2022-01-04T13:35:49.000Z,Madeira,2022-09-01T13:50:37.678Z,privileged,B6697221A8E4645C17002DF03754AB66,1125,2022-08-29,2022-08-29,10,4141,USD,50,Vacation to Germany,O,070024,000409
2022-01-04T15:49:12.000Z,Neubasler,2022-09-01T13:50:37.678Z,privileged,B7697221A8E4645C17002DF03754AB66,1126,2022-08-29,2022-08-29,20,8317,USD,65,Business Trip to Germany,O,070020,000066
2022-01-04T16:55:18.000Z,Gutenberg,2022-09-01T13:50:37.678Z,privileged,B8697221A8E4645C17002DF03754AB66,1127,2022-08-29,2022-08-29,20,8518,USD,65,Vacation,O,070045,000435
2022-01-04T15:39:44.000Z,Pratt,2022-09-01T13:50:48.589Z,privileged,B9697221A8E4645C17002DF03754AB66,1128,2022-08-29,2022-08-29,20,8494,USD,65,Business Trip,O,070039,000697
2022-01-04T19:32:04.000Z,Ryan,2022-09-01T14:09:25.812Z,privileged,BA697221A8E4645C17002DF03754AB66,1129,2022-08-29,2022-08-29,20,8717,USD,100,Visiting Pierre,A,070033,000088
2022-01-04T18:58:40.000Z,Heller,2022-09-01T13:50:48.589Z,privileged,BB697221A8E4645C17002DF03754AB66,1130,2022-08-29,2022-08-29,20,8959,USD,65,Business Trip to Germany,O,070020,000225
2022-01-04T17:19:22.000Z,Koslowski,2022-09-01T13:50:48.589Z,privileged,BC697221A8E4645C17002DF03754AB66,1131,2022-08-29,2022-08-29,10,4452,USD,50,Vacation,O,070046,000101
2022-01-04T00:21:36.000Z,Henry,2022-09-01T13:50:48.589Z,privileged,BD697221A8E4645C17002DF03754AB66,1132,2022-08-29,2022-08-29,10,4429,USD,50,Vacation,O,070041,000344
2022-01-04T22:07:32.000Z,Koller,2022-09-01T13:50:48.589Z,privileged,BE697221A8E4645C17002DF03754AB66,1133,2022-08-29,2022-08-29,20,9060,USD,65,Vacation,O,070001,000264
2022-01-04T03:08:57.000Z,Zimmermann,2022-09-01T13:50:48.589Z,privileged,BF697221A8E4645C17002DF03754AB66,1134,2022-08-29,2022-08-29,20,9050,USD,65,Business Trip,O,070038,000120
2022-01-04T05:53:05.000Z,Meier,2022-09-01T14:09:25.812Z,privileged,C0697221A8E4645C17002DF03754AB66,1135,2022-08-29,2022-08-29,10,4723,USD,100,Visiting James,A,070035,000558
2022-01-04T03:36:56.000Z,Sessler,2022-09-01T13:50:48.589Z,privileged,C1697221A8E4645C17002DF03754AB66,1136,2022-08-29,2022-08-29,10,4652,USD,50,Business Trip to Germany,O,070019,000176
2022-01-04T20:41:35.000Z,Martin,2022-09-01T14:09:25.812Z,privileged,C2697221A8E4645C17002DF03754AB66,1137,2022-08-29,2022-08-29,20,9572,USD,100,Sightseeing in Frankfurt/Main,A,070030,000487
2022-01-04T21:31:59.000Z,Jacqmain,2022-09-01T13:50:48.589Z,privileged,C3697221A8E4645C17002DF03754AB66,1138,2022-08-29,2022-08-29,30,14575,USD,65,"Vacation for Max, Jean-Luc, Astrid",O,070011,000150
2022-01-04T00:49:18.000Z,Gutenberg,2022-09-01T13:50:48.589Z,privileged,C4697221A8E4645C17002DF03754AB66,1139,2022-08-29,2022-08-29,20,9905,USD,65,"Business Trip for Hendrik, James",O,070006,000219
